11.03.2023; at 1:35:04 AM; with access level ;5; at type ;46; CIVIC 1st LH DOM SLL3; parameter for setpoint camers mgg threshold angel set; mgg_threshold_angel; changed to the value ;12 ;[°] ;user name: ;OperadorZF
11.03.2023; at 1:01:58 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis13_Position_limit_minus; Axis13_Position_limit_minus; changed to the value ;-100000000 ;[mm] ;user name: ;
11.03.2023; at 1:01:58 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis13_Position_limit_plus; Axis13_Position_limit_plus; changed to the value ;100000000 ;[mm] ;user name: ;
11.03.2023; at 1:01:58 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for mgg angle offset; Ch1_R0185; changed to the value ;181 ;[degree] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for spindle positioning angel; Ch1_R0184; changed to the value ;180 ;[degree] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for chuck length clamping X1; Ch1_R0101; changed to the value ;23 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for unsupported length clamping X1; Ch1_R0104; changed to the value ;5 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for chuck length spindle; Ch1_R0105; changed to the value ;97 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for part length spindle; Ch1_R0107; changed to the value ;3 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for free part length spindle; Ch1_R0108; changed to the value ;32 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for z1-axis end loading position mgg; Ch1_R0109; changed to the value ;225.5 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for concentricity check position; Ch1_R0111; changed to the value ;232.8 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for preposition Z-axis; Ch1_R0113; changed to the value ;30000 ;[mm/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Z1 position unload mgg; Ch1_R0114; changed to the value ;225 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for contact mode; Ch1_R0117; changed to the value ;2 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for contacting: force; Ch1_R0119; changed to the value ;6 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for contacting: safety distance; Ch1_R0120; changed to the value ;1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for contacting: shortness; Ch1_R0121; changed to the value ;4 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for contacting: feed; Ch1_R0122; changed to the value ;200 ;[mm/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for liftingt: distance; Ch1_R0124; changed to the value ;0.6 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for lifting/recontact: feed; Ch1_R0125; changed to the value ;8000 ;[mm/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for recontact: distance; Ch1_R0126; changed to the value ;0.4 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for home position Z-axis / start loading position mgg; Ch1_R0127; changed to the value ;270 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1: shortness; Ch1_R0131; changed to the value ;0.02 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1: time; Ch1_R0132; changed to the value ;0.03 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1: proportional amplification Kp; Ch1_R0133; changed to the value ;3 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1: set value force; Ch1_R0135; changed to the value ;12 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1: set value rotational speed; Ch1_R0136; changed to the value ;14000 ;[U/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1: derivative action time Tv; Ch1_R0137; changed to the value ;0.25 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1: max feed; Ch1_R0138; changed to the value ;150 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2: shortness; Ch1_R0141; changed to the value ;0.04 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2: time; Ch1_R0142; changed to the value ;0.1 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2: proportional amplification Kp; Ch1_R0143; changed to the value ;2 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2: set value force; Ch1_R0145; changed to the value ;8 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2: set value rotational speed; Ch1_R0146; changed to the value ;14000 ;[U/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2: derivative action time Tv; Ch1_R0147; changed to the value ;0.27 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2: max feed; Ch1_R0148; changed to the value ;250 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2: set value rise up time force; Ch1_R0149; changed to the value ;0.08 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1: shortness; Ch1_R0151; changed to the value ;0.1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1: time; Ch1_R0152; changed to the value ;0.04 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1: proportional amplification Kp; Ch1_R0153; changed to the value ;2 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1: set value force; Ch1_R0155; changed to the value ;12 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1: set value rotational speed; Ch1_R0156; changed to the value ;2000 ;[U/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1: derivative action time Tv; Ch1_R0157; changed to the value ;0.27 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1: max feed; Ch1_R0158; changed to the value ;600 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1: set value rise up time force; Ch1_R0159; changed to the value ;0.05 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2: shortness; Ch1_R0161; changed to the value ;0.1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2: time; Ch1_R0162; changed to the value ;0.25 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2: proportional amplification Kp; Ch1_R0163; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2: set value force; Ch1_R0165; changed to the value ;12 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2: derivative action time Tv; Ch1_R0167; changed to the value ;0.3 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2: max feed; Ch1_R0168; changed to the value ;300 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2: set value rise up time force; Ch1_R0169; changed to the value ;0.02 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for forcewindow for ramp; Ch1_R0171; changed to the value ;0.1 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for finished part set value length; Ch1_R0182; changed to the value ;25 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for spindle positioning mode; Ch1_R0183; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for average shortness at breaking last x weldings; Ch1_R0194; changed to the value ;1.272838 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for average shortness at upsetting 1 last x weldings; Ch1_R0195; changed to the value ;0.095325 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for raw part pat down force setpoint; Ch1_R0218; changed to the value ;3 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Weg Andrücken vor Prozessstart; Ch1_R0219; changed to the value ;5 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for start breaking at time x after process start; Ch1_R0295; changed to the value ;0.02 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for selection pat down before process start (rot.); Ch1_R0355; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force pat down before process start (rot.); Ch1_R0356; changed to the value ;15 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1 processtime monitoring selection; Ch1_R0460; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1 processtime monitoring max time value; Ch1_R0461; changed to the value ;0.035 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1 processtime monitoring min time value; Ch1_R0462; changed to the value ;0.025 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2 processtime monitoring selection; Ch1_R0465; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2 processtime monitoring min time value; Ch1_R0467; changed to the value ;0.095 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for breaking processtime monitoring selection; Ch1_R0470; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for breaking processtime monitoring max time value; Ch1_R0471; changed to the value ;0.23 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for breaking processtime monitoring min time value; Ch1_R0472; changed to the value ;0.19 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1 processtime monitoring selection; Ch1_R0475; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1 processtime monitoring max time value; Ch1_R0476; changed to the value ;0.045 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1 processtime monitoring min time value; Ch1_R0477; changed to the value ;0.035 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2 processtime monitoring selection; Ch1_R0480; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2 processtime monitoring max time value; Ch1_R0481; changed to the value ;0.255 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2 processtime monitoring min time value; Ch1_R0482; changed to the value ;0.245 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1 shortness monitoring max time value; Ch1_R0486; changed to the value ;0.28 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1 shortness monitoring min time value; Ch1_R0487; changed to the value ;0.1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2 shortness monitoring max time value; Ch1_R0491; changed to the value ;0.1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2 shortness monitoring min time value; Ch1_R0492; changed to the value ;0.025 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2 shortness monitoring max time value; Ch1_R0506; changed to the value ;0.14 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2 shortness monitoring min time value; Ch1_R0507; changed to the value ;0.02 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1 force setingtime monitoring max time value; Ch1_R0521; changed to the value ;0.025 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1 force setingtime monitoring min time value; Ch1_R0522; changed to the value ;0.008 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1 spindle speed monitoring selection; Ch1_R0530; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1 spindle speed monitoring max time value; Ch1_R0531; changed to the value ;14100 ;[U/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1 spindle speed monitoring min time value; Ch1_R0532; changed to the value ;12000 ;[U/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2 spindle speed monitoring max time value; Ch1_R0536; changed to the value ;13010 ;[U/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2 spindle speed monitoring min time value; Ch1_R0537; changed to the value ;12990 ;[U/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1 spindle speed monitoring max time value; Ch1_R0541; changed to the value ;27 ;[U/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1 spindle speed monitoring min time value; Ch1_R0542; changed to the value ;-120 ;[U/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for spindel stopangel monitoring selection; Ch1_R0550; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for spindel stopangel monitoring max value; Ch1_R0551; changed to the value ;190 ;[degree] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for spindel stopangel monitoring min value; Ch1_R0552; changed to the value ;170 ;[degree] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for total breaking time monitoring selection; Ch1_R0570; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for total breaking time monitoring max value; Ch1_R0571; changed to the value ;0.32 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for total breaking time monitoring min value; Ch1_R0572; changed to the value ;0.245 ;[s] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for total shortness monitoring selection; Ch1_R0580; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for total shortness monitoring max value; Ch1_R0581; changed to the value ;1.9 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for total shortness monitoring min value; Ch1_R0582; changed to the value ;1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for clamping X1 base position; Ch1_R0715; changed to the value ;61 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for contacting position monitoring max value; Ch1_R0718; changed to the value ;126 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for contacting position monitoring min value; Ch1_R0719; changed to the value ;123.8 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for contacting position monitoring selection; Ch1_R0720; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for axis speed hand; Ch1_R0900; changed to the value ;1500 ;[mm/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for spindle speed hand; Ch1_R0901; changed to the value ;50 ;[U/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for axis basic position speed; Ch1_R0902; changed to the value ;1500 ;[mm/min] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 1 min value; Ch1_R1020; changed to the value ;5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 2 min value; Ch1_R1021; changed to the value ;6.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 3 min value; Ch1_R1022; changed to the value ;6.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 4 min value; Ch1_R1023; changed to the value ;6.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 5 min value; Ch1_R1024; changed to the value ;6.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 6 min value; Ch1_R1025; changed to the value ;6.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 7 min value; Ch1_R1026; changed to the value ;6.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 8 min value; Ch1_R1027; changed to the value ;5.3 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 9 min value; Ch1_R1028; changed to the value ;4.4 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 10 min value; Ch1_R1029; changed to the value ;4.2 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 11 min value; Ch1_R1030; changed to the value ;4.2 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 12 min value; Ch1_R1031; changed to the value ;3 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 13 min value; Ch1_R1032; changed to the value ;2.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 14 min value; Ch1_R1033; changed to the value ;2 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 15 min value; Ch1_R1034; changed to the value ;2 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 16 min value; Ch1_R1035; changed to the value ;2 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 17 min value; Ch1_R1036; changed to the value ;4 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 18 min value; Ch1_R1037; changed to the value ;7 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 19 min value; Ch1_R1038; changed to the value ;9 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 20 min value; Ch1_R1039; changed to the value ;9 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 1 max value; Ch1_R1060; changed to the value ;8.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 2 max value; Ch1_R1061; changed to the value ;10.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 3 max value; Ch1_R1062; changed to the value ;11.2 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 4 max value; Ch1_R1063; changed to the value ;11.7 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 5 max value; Ch1_R1064; changed to the value ;12 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 6 max value; Ch1_R1065; changed to the value ;12 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 7 max value; Ch1_R1066; changed to the value ;12.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 8 max value; Ch1_R1067; changed to the value ;9.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 9 max value; Ch1_R1068; changed to the value ;6.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 10 max value; Ch1_R1069; changed to the value ;6.4 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 11 max value; Ch1_R1070; changed to the value ;6.4 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 12 max value; Ch1_R1071; changed to the value ;5.9 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 13 max value; Ch1_R1072; changed to the value ;5.6 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 14 max value; Ch1_R1073; changed to the value ;4.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 15 max value; Ch1_R1074; changed to the value ;5.5 ;[kN] ;user name: ;
